fileName,countRef,countCdx
nlmenu.nl/images/logo_nl-menu-test.gif,0,0
nlmenu.nl/images/maillist2.gif,0,0
nlmenu.nl/images/media2.gif,0,0
nlmenu.nl/images/menu_anderewijzers.gif,0,0
nlmenu.nl/images/menu_automatisering.gif,0,0
nlmenu.nl/images/menu_bedrijfsleven.gif,0,0
nlmenu.nl/images/menu_docu.gif,0,0
nlmenu.nl/images/menu_gezondheid.gif,0,0
nlmenu.nl/images/menu_kunst.gif,0,0
nlmenu.nl/images/menu_nieuws.gif,0,0
nlmenu.nl/images/menu_onderwijs.gif,0,0
nlmenu.nl/images/menu_onderzoek.gif,0,0
nlmenu.nl/images/menu_overheid.gif,0,0
nlmenu.nl/images/menu_politiek.gif,0,0
nlmenu.nl/images/menu_religie.gif,0,0
nlmenu.nl/images/menu_vrijetijd.gif,0,0
nlmenu.nl/images/menu_wetenschap.gif,0,0
nlmenu.nl/images/nieuwerubrieken.eng.gif,0,0
nlmenu.nl/images/nieuwinrubriek.eng.gif,0,0
nlmenu.nl/images/nieuwinrubriek.gif,0,0
nlmenu.nl/images/nl-new-en.gif,0,0
nlmenu.nl/images/nl-new-nl.gif,0,0
nlmenu.nl/images/onderwijs2.gif,0,0
